StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
C9           cp           10.0         35.0         20.0         91.0         121.0        10.0         C86          
C10          cd           10.0         40.0         -20.0        0.0          198.0        10.0         C16          
C11          cd           8.0          40.0         -10.0        59.0         89.0         10.0         C47          
C12          cp           8.0          45.0         20.0         0.0          197.0        10.0         C82          
C13          cp           5.0          35.0         10.0         142.0        172.0        0.0          C108         
C14          cp           5.0          45.0         10.0         0.0          194.0        10.0         C15          
C15          cd           2.0          40.0         -10.0        58.0         88.0         10.0         C14          
C16          cp           0.0          40.0         20.0         0.0          188.0        10.0         C10          
C17          cd           0.0          45.0         -9.0         0.0          189.0        10.0         C98          
C18          cd           44.0         5.0          -10.0        0.0          184.0        10.0         C21          
C19          cp           42.0         10.0         40.0         0.0          189.0        10.0         C48          
C20          cp           42.0         15.0         10.0         0.0          194.0        10.0         C22          
C21          cp           40.0         5.0          10.0         0.0          185.0        10.0         C18          
C22          cd           40.0         15.0         -10.0        0.0          195.0        10.0         C20          
C23          cd           38.0         5.0          -10.0        65.0         95.0         10.0         C49          
C24          cd           38.0         15.0         -20.0        0.0          194.0        10.0         C25          
C25          cp           35.0         5.0          20.0         154.0        184.0        10.0         C24          
C26          cp           95.0         30.0         30.0         0.0          171.0        10.0         C31          
C27          cp           95.0         35.0         20.0         0.0          172.0        10.0         C29          
C28          cd           92.0         30.0         -10.0        0.0          174.0        10.0         C33          
C29          cd           90.0         35.0         -20.0        0.0          177.0        10.0         C27          
C30          cp           88.0         30.0         10.0         0.0          178.0        10.0         C34          
C31          cd           88.0         35.0         -30.0        0.0          179.0        10.0         C26          
C32          cp           87.0         30.0         10.0         0.0          178.0        0.0          C107         
C33          cp           85.0         25.0         10.0         0.0          178.0        10.0         C28          
C34          cd           85.0         35.0         -10.0        0.0          182.0        10.0         C30          
C35          cp           67.0         85.0         20.0         0.0          185.0        10.0         C41          
C36          cd           65.0         85.0         -20.0        0.0          186.0        10.0         C43          
C37          cd           65.0         82.0         -10.0        0.0          189.0        10.0         C42          
C38          cd           62.0         80.0         -10.0        75.0         105.0        10.0         C44          
C39          cd           60.0         80.0         -30.0        0.0          193.0        10.0         C40          
C40          cp           60.0         85.0         30.0         0.0          189.0        10.0         C39          
C41          cd           58.0         75.0         -20.0        0.0          199.0        10.0         C35          
C42          cp           55.0         80.0         10.0         0.0          196.0        10.0         C37          
C43          cp           55.0         85.0         20.0         0.0          191.0        10.0         C36          
C44          cp           55.0         82.0         10.0         64.0         94.0         10.0         C38          
C45          cp           20.0         82.0         10.0         0.0          192.0        0.0          C101         
C46          cp           18.0         80.0         10.0         0.0          192.0        10.0         C4           
C47          cp           2.0          45.0         10.0         0.0          191.0        10.0         C11          
C48          cd           42.0         5.0          -40.0        0.0          184.0        10.0         C19          
C49          cp           42.0         12.0         10.0         0.0          191.0        10.0         C23          
C50          cd           72.0         35.0         -14.0        0.0          194.0        10.0         C92          
C51          cd           55.0         20.0         -18.0        0.0          196.0        10.0         C84          
C52          cd           25.0         30.0         -23.0        0.0          205.0        10.0         C57          
C53          cd           20.0         50.0         -27.0        91.0         121.0        10.0         C69          
C54          cd           55.0         60.0         -8.0         0.0          211.0        10.0         C72          
C55          cp           30.0         60.0         16.0         140.0        170.0        0.0          C104         
C56          cd           50.0         35.0         -13.0        0.0          211.0        10.0         C80          
C57          cp           30.0         25.0         23.0         0.0          203.0        10.0         C52          
C58          cp           15.0         10.0         20.0         152.0        182.0        0.0          C103         
C59          cd           10.0         20.0         -13.0        0.0          187.0        10.0         C87          
C60          cd           15.0         60.0         -19.0        0.0          203.0        10.0         C88          
C61          cp           45.0         65.0         9.0          0.0          214.0        10.0         C3           
C62          cp           65.0         35.0         3.0          52.0         82.0         10.0         C71          
C63          cp           65.0         20.0         6.0          0.0          190.0        10.0         C64          
C64          cd           45.0         30.0         -6.0         0.0          209.0        10.0         C63          
C65          cd           35.0         40.0         -6.0         0.0          218.0        10.0         C90          
C66          cp           41.0         37.0         16.0         0.0          216.0        0.0          C106         
C67          cp           64.0         42.0         9.0          70.0         100.0        10.0         C81          
C68          cd           40.0         60.0         -10.0        0.0          220.0        10.0         C8           
C69          cp           31.0         52.0         27.0         41.0         71.0         10.0         C53          
C70          cp           35.0         69.0         23.0         0.0          210.0        10.0         C1           
C71          cd           65.0         55.0         -3.0         0.0          204.0        10.0         C62          
C72          cp           63.0         65.0         8.0          0.0          202.0        10.0         C54          
C73          cp           2.0          60.0         5.0          0.0          190.0        10.0         C6           
C74          cp           20.0         20.0         8.0          141.0        171.0        0.0          C102         
C75          cd           5.0          5.0          -15.0        0.0          172.0        10.0         C99          
C76          cp           60.0         12.0         31.0         75.0         105.0        10.0         C83          
C77          cd           23.0         3.0          -35.0        150.0        180.0        10.0         C97          
C78          cp           8.0          56.0         27.0         0.0          197.0        10.0         C79          
C79          cd           6.0          68.0         -27.0        89.0         119.0        10.0         C78          
C80          cp           47.0         47.0         13.0         0.0          222.0        10.0         C56          
C81          cd           49.0         58.0         -9.0         0.0          217.0        10.0         C67          
C82          cd           27.0         43.0         -20.0        0.0          215.0        10.0         C12          
C83          cd           37.0         31.0         -31.0        0.0          210.0        10.0         C76          
C84          cp           57.0         29.0         18.0         96.0         126.0        10.0         C51          
C85          cp           63.0         23.0         2.0          0.0          194.0        10.0         C89          
C86          cd           21.0         24.0         -20.0        0.0          197.0        10.0         C9           
C87          cp           12.0         24.0         13.0         90.0         120.0        10.0         C59          
C88          cp           24.0         58.0         19.0         0.0          212.0        10.0         C60          
C89          cd           67.0         5.0          -2.0         0.0          177.0        10.0         C85          
C90          cp           37.0         47.0         6.0          0.0          225.0        10.0         C65          
C91          cp           49.0         42.0         13.0         0.0          217.0        10.0         C93          
C92          cp           53.0         43.0         14.0         14.0         44.0         10.0         C50          
C93          cd           61.0         52.0         -13.0        0.0          208.0        10.0         C91          
C94          cp           57.0         48.0         23.0         0.0          212.0        0.0          C105         
C95          cp           56.0         37.0         6.0          0.0          209.0        10.0         C96          
C96          cd           55.0         54.0         -6.0         0.0          214.0        10.0         C95          
C97          cp           4.0          18.0         35.0         0.0          181.0        10.0         C77          
C98          cp           26.0         52.0         9.0          0.0          215.0        10.0         C17          
C99          cp           26.0         35.0         15.0         77.0         107.0        10.0         C75          
C100         cd           31.0         67.0         -20.0        180.0        210.0        10.0         C5           
C101         cd           20.0         82.0         -10.0        0.0          192.0        10.0         C45          
C102         cd           20.0         20.0         -8.0         141.0        171.0        10.0         C74          
C103         cd           15.0         10.0         -20.0        152.0        182.0        10.0         C58          
C104         cd           30.0         60.0         -16.0        140.0        170.0        10.0         C55          
C105         cd           57.0         48.0         -23.0        0.0          212.0        10.0         C94          
C106         cd           41.0         37.0         -16.0        0.0          216.0        10.0         C66          
C107         cd           87.0         30.0         -10.0        0.0          178.0        10.0         C32          
C108         cd           5.0          35.0         -10.0        142.0        172.0        10.0         C13          

Vehicle battery capacity : 79.69
Vehicle freight capacity : 200.0
battery consumption rate : 1.0
inverse recharging rate : 0.38
average velocity : 1.0
