StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
C60          cd           35.0         5.0          -40.0        562.0        629.0        90.0         C57          
C61          cd           50.0         30.0         -10.0        531.0        610.0        90.0         C67          
C62          cp           50.0         35.0         20.0         262.0        317.0        90.0         C66          
C63          cp           50.0         40.0         50.0         171.0        218.0        90.0         C69          
C64          cd           48.0         30.0         -50.0        632.0        693.0        90.0         C74          
C65          cp           48.0         40.0         10.0         76.0         129.0        90.0         C72          
C66          cd           47.0         35.0         -20.0        826.0        875.0        90.0         C62          
C67          cp           47.0         40.0         10.0         12.0         77.0         90.0         C61          
C68          cp           45.0         30.0         10.0         734.0        777.0        0.0          C102         
C69          cd           45.0         35.0         -50.0        916.0        969.0        90.0         C63          
C70          cd           95.0         30.0         -30.0        387.0        456.0        90.0         C81          
C71          cp           95.0         35.0         20.0         293.0        360.0        90.0         C77          
C72          cd           53.0         30.0         -10.0        0.0          1122.0       90.0         C65          
C73          cd           92.0         30.0         -10.0        478.0        551.0        90.0         C76          
C74          cp           53.0         35.0         50.0         353.0        412.0        90.0         C64          
C75          cd           45.0         65.0         -10.0        0.0          1130.0       90.0         C1           
C76          cp           90.0         35.0         10.0         203.0        260.0        90.0         C73          
C77          cd           88.0         30.0         -20.0        574.0        643.0        90.0         C71          
C78          cp           88.0         35.0         20.0         109.0        170.0        0.0          C105         
C79          cp           87.0         30.0         10.0         668.0        731.0        90.0         C80          
C80          cd           85.0         25.0         -10.0        769.0        820.0        90.0         C79          
C81          cp           85.0         35.0         30.0         47.0         124.0        90.0         C70          
C82          cp           75.0         55.0         20.0         0.0          1110.0       90.0         C85          
C83          cp           72.0         55.0         10.0         0.0          1113.0       90.0         C84          
C84          cd           70.0         58.0         -10.0        458.0        523.0        90.0         C83          
C85          cd           68.0         60.0         -20.0        0.0          1116.0       90.0         C82          
C86          cd           66.0         55.0         -10.0        173.0        238.0        90.0         C90          
C87          cp           65.0         55.0         20.0         85.0         144.0        90.0         C89          
C88          cp           65.0         60.0         30.0         645.0        708.0        90.0         C91          
C89          cd           63.0         58.0         -20.0        737.0        802.0        90.0         C87          
C90          cp           60.0         55.0         10.0         20.0         84.0         90.0         C86          
C91          cd           60.0         60.0         -30.0        0.0          1123.0       90.0         C88          
C92          cd           67.0         85.0         -10.0        368.0        441.0        90.0         C96          
C93          cp           65.0         85.0         40.0         475.0        518.0        90.0         C99          
C94          cd           65.0         82.0         -20.0        0.0          1105.0       90.0         C98          
C95          cp           62.0         80.0         30.0         0.0          1108.0       90.0         C100         
C96          cp           60.0         80.0         10.0         0.0          1109.0       90.0         C92          
C97          cp           60.0         85.0         30.0         561.0        622.0        0.0          C101         
C98          cp           58.0         75.0         20.0         0.0          1115.0       90.0         C94          
C99          cd           55.0         80.0         -40.0        743.0        820.0        90.0         C93          
C100         cd           55.0         85.0         -30.0        647.0        726.0        90.0         C95          
C101         cd           60.0         85.0         -30.0        561.0        622.0        90.0         C97          
C102         cd           45.0         30.0         -10.0        734.0        777.0        90.0         C68          
C103         cd           23.0         55.0         -20.0        546.0        593.0        90.0         C28          
C104         cd           0.0          45.0         -20.0        567.0        624.0        90.0         C39          
C105         cd           88.0         35.0         -20.0        109.0        170.0        90.0         C78          
C106         cd           26.0         32.0         -10.0        0.0          1123.0       90.0         C50          

Vehicle battery capacity : 79.69
Vehicle freight capacity : 200.0
battery consumption rate : 1.0
inverse recharging rate : 3.39
average velocity : 1.0
