StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
C60          cp           35.0         5.0          20.0         463.0        728.0        90.0         C59          
C61          cd           50.0         30.0         -10.0        412.0        729.0        90.0         C67          
C62          cp           50.0         35.0         20.0         181.0        398.0        90.0         C66          
C63          cp           50.0         40.0         50.0         100.0        289.0        90.0         C69          
C64          cd           48.0         30.0         -50.0        539.0        786.0        90.0         C74          
C65          cp           48.0         40.0         10.0         12.0         223.0        90.0         C72          
C66          cd           47.0         35.0         -20.0        753.0        948.0        90.0         C62          
C67          cp           47.0         40.0         10.0         12.0         275.0        90.0         C61          
C68          cp           45.0         30.0         10.0         669.0        842.0        0.0          C102         
C69          cd           45.0         35.0         -50.0        836.0        1049.0       90.0         C63          
C70          cd           95.0         30.0         -20.0        284.0        559.0        90.0         C78          
C71          cd           95.0         35.0         -30.0        194.0        459.0        90.0         C81          
C72          cd           53.0         30.0         -10.0        367.0        588.0        90.0         C65          
C73          cp           92.0         30.0         10.0         370.0        659.0        90.0         C77          
C74          cp           53.0         35.0         50.0         263.0        502.0        90.0         C64          
C75          cd           45.0         65.0         -30.0        847.0        1130.0       90.0         C2           
C76          cp           90.0         35.0         10.0         119.0        344.0        90.0         C80          
C77          cd           88.0         30.0         -10.0        469.0        748.0        90.0         C73          
C78          cp           88.0         35.0         20.0         50.0         295.0        90.0         C70          
C79          cp           87.0         30.0         10.0         573.0        826.0        0.0          C103         
C80          cd           85.0         25.0         -10.0        694.0        895.0        90.0         C76          
C81          cp           85.0         35.0         30.0         47.0         356.0        90.0         C71          
C82          cp           75.0         55.0         20.0         293.0        496.0        90.0         C85          
C83          cd           72.0         55.0         -20.0        154.0        449.0        90.0         C87          
C84          cp           70.0         58.0         20.0         360.0        621.0        90.0         C89          
C85          cd           68.0         60.0         -20.0        470.0        697.0        90.0         C82          
C86          cp           66.0         55.0         10.0         76.0         335.0        90.0         C91          
C87          cp           65.0         55.0         20.0         25.0         260.0        90.0         C83          
C88          cd           65.0         60.0         -10.0        551.0        802.0        90.0         C90          
C89          cd           63.0         58.0         -20.0        640.0        899.0        90.0         C84          
C90          cp           60.0         55.0         10.0         20.0         276.0        90.0         C88          
C91          cd           60.0         60.0         -10.0        756.0        969.0        90.0         C86          
C92          cd           67.0         85.0         -10.0        257.0        552.0        90.0         C96          
C93          cp           65.0         85.0         40.0         409.0        584.0        90.0         C99          
C94          cd           65.0         82.0         -20.0        209.0        412.0        90.0         C98          
C95          cp           62.0         80.0         30.0         130.0        305.0        90.0         C100         
C96          cp           60.0         80.0         10.0         36.0         283.0        90.0         C92          
C97          cp           60.0         85.0         30.0         470.0        713.0        0.0          C101         
C98          cp           58.0         75.0         20.0         30.0         248.0        90.0         C94          
C99          cd           55.0         80.0         -40.0        628.0        935.0        90.0         C93          
C100         cd           55.0         85.0         -30.0        530.0        843.0        90.0         C95          
C101         cd           60.0         85.0         -30.0        470.0        713.0        90.0         C97          
C102         cd           45.0         30.0         -10.0        669.0        842.0        90.0         C68          
C103         cd           87.0         30.0         -10.0        573.0        826.0        90.0         C79          
C104         cd           0.0          45.0         -20.0        481.0        710.0        90.0         C39          
C105         cd           28.0         35.0         -10.0        867.0        1126.0       90.0         C49          
C106         cd           23.0         52.0         -10.0        179.0        398.0        90.0         C27          

Vehicle battery capacity : 79.69
Vehicle freight capacity : 200.0
battery consumption rate : 1.0
inverse recharging rate : 3.39
average velocity : 1.0
