StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
C92          cp           53.0         43.0         14.0         14.0         254.0        10.0         C29          
C93          cd           61.0         52.0         -16.0        688.0        928.0        10.0         C54          
C94          cd           57.0         48.0         -3.0         332.0        572.0        10.0         C52          
C95          cd           56.0         37.0         -16.0        40.0         280.0        10.0         C65          
C96          cd           55.0         54.0         -10.0        502.0        742.0        10.0         C46          
C97          cp           4.0          18.0         35.0         487.0        727.0        10.0         C9           
C98          cp           26.0         52.0         9.0          112.0        352.0        10.0         C86          
C99          cd           26.0         35.0         -3.0         248.0        488.0        10.0         C62          
C100         cd           31.0         67.0         -23.0        690.0        930.0        10.0         C57          
C101         cd           87.0         30.0         -10.0        561.0        801.0        10.0         C32          
C102         cd           55.0         82.0         -10.0        157.0        397.0        10.0         C44          

Vehicle battery capacity : 229.26
Vehicle freight capacity : 1000.0
battery consumption rate : 1.0
inverse recharging rate : 0.13
average velocity : 1.0
